date,yyyymmdd,meanU,meanV,meanLTS,wdCor,meanWS,maxWS,ish_u,ish_v,ish_LTS,meanWD,ish_wd,ish_ws,year,month,prRatio
2081-01-16,20810116,-7.264992,-7.4801836,17.631727,7.644462585449219,10.442218,14.490361,-7.145708025413515,-7.492966450150812,16.119656915608722,44.1638837088224,43.64108520856272,10.354018032027216,2081,1,0.0
2081-01-20,20810120,-5.177787,-2.937267,20.062534,12.444435119628906,6.0033774,8.832887,-5.152049269828798,-2.962201572149914,20.25022061987305,60.4345231004998,60.10299337351367,5.942915936877357,2081,1,0.0
2081-01-24,20810124,-8.212501,-6.1290493,16.577614,9.609111785888672,10.278241,14.218802,-7.785864515992486,-6.0302765033283245,16.851361759195964,53.265750483749855,52.24164559560819,9.848041478790826,2081,1,0.0
2081-01-25,20810125,-5.977302,-2.8190694,17.324598,17.694305419921875,6.7004566,10.398715,-5.509877296367011,-2.505839902191481,17.749202312377932,64.75007284957678,65.54440990013438,6.052931639828395,2081,1,0.0
2081-01-28,20810128,-2.134215,1.296009,14.314335,107.9495849609375,4.1381645,6.7135544,-1.7634993946261428,1.659478322948452,13.684870566406252,121.26835055918248,133.25937086704664,2.4215281165376914,2081,1,0.0
2081-01-31,20810131,-5.016045,-4.513989,16.090208,28.89773178100586,6.8447313,9.231484,-4.412310589911782,-4.839657423271177,15.66906113460286,48.01563765601247,42.355397346681286,6.5491044209473,2081,1,0.0
2081-02-01,20810201,-6.907569,-6.3863826,14.700393,16.943714141845703,9.460565,12.184495,-6.289847624794646,-6.66300121001625,14.098939027140297,47.24511824333692,43.349844574964266,9.162847170383934,2081,2,0.0
2081-02-02,20810202,-6.4265666,-4.0203457,13.198635,5.937091827392578,7.599276,11.398598,-5.985784094916028,-3.944926956365588,13.02788088887532,57.97063548065,56.61314756597193,7.168825560857898,2081,2,0.0
2081-02-03,20810203,-7.122745,-0.7324587,12.725442,28.479766845703125,7.3931,9.846182,-6.952279985120139,-0.5153369757833501,12.608089972737629,84.12869698200291,85.76070967156062,6.971353469026772,2081,2,0.0
2081-02-04,20810204,-7.0902176,0.92921335,13.836478,34.85818862915039,7.5001874,9.693412,-6.958693463522594,1.1406341563102378,14.366178858235674,97.46638532014322,99.3088555966184,7.051557345566556,2081,2,0.0
2081-02-05,20810205,-6.742711,2.0427017,16.985662,32.280494689941406,7.274693,8.268652,-6.79243372006289,2.387468841860611,17.878474189086912,106.8541644052483,109.36603726671632,7.199803005103865,2081,2,0.0
2081-02-10,20810210,-5.124246,-4.2191653,17.134155,33.50807189941406,6.781467,9.184069,-4.491504889837905,-4.299340620526627,15.994948692179356,50.53288448309903,46.25226275259979,6.217551443031902,2081,2,0.1
2081-02-14,20810214,-6.4466047,-4.1730857,17.928122,15.4246826171875,7.739266,11.391357,-5.880402105878835,-4.339388494560243,18.17559276997884,57.08377492038653,53.57487126516125,7.308174972833235,2081,2,0.0
2081-02-15,20810215,-6.62072,-0.42589942,17.46894,29.07933807373047,6.888445,10.735134,-6.3264160293165865,-0.0607680552049493,17.60621410729981,86.31933341651268,89.44966533952487,6.326707874758186,2081,2,0.0
2081-02-16,20810216,-5.821439,-3.878209,16.429554,24.80228042602539,7.040849,10.133955,-5.363305044523879,-3.79706562358284,15.977922367553711,56.32867513646778,54.70260458350384,6.571358181564131,2081,2,0.0
2081-02-17,20810217,-8.509139,-5.2316504,16.674978,18.06314468383789,10.045458,12.385939,-8.05164951102003,-5.454734777636845,15.91989789404297,58.41566749852268,55.88361719170004,9.725389007267008,2081,2,0.1
2081-02-18,20810218,-4.5468817,-0.3541217,17.59185,34.70085144042969,4.8032947,7.931311,-3.929397952383999,-0.3990203026342411,17.227902714721683,85.54666112178899,84.20163643948206,3.949605736034153,2081,2,0.0333333333333333
2081-02-21,20810221,-3.6313639,-3.7326736,20.510525,50.24740982055664,5.429712,9.289528,-3.143809146319395,-3.948713212345122,20.585535778971355,44.21181058187256,38.52541528205239,5.04736287399969,2081,2,0.0
2081-02-24,20810224,-6.9885726,-6.0410767,22.406626,9.061721801757812,9.258103,12.123569,-6.576765573118848,-6.304021322090151,22.09650042537435,49.15913961988144,46.21302834264824,9.110133381741925,2081,2,0.0
2081-02-25,20810225,-7.331148,-1.9331205,21.734926,11.307266235351562,7.606714,10.815707,-7.132324031775159,-1.4244057159344377,21.484701821533204,75.22814705520449,78.70597340763226,7.273168342464249,2081,2,0.0
2081-02-26,20810226,-7.273509,-0.071864285,21.69256,30.93687057495117,7.4945006,10.500367,-7.12951013110161,0.3926442777481058,21.725558596435548,89.43392024216814,93.15227220026009,7.140314015386776,2081,2,0.0
2081-02-27,20810227,-7.1331167,2.551912,22.088953,32.879478454589844,7.8467493,9.691834,-7.116732943803151,2.961561960153261,22.04711885339356,109.68495141654672,112.59418057858689,7.70835501499768,2081,2,0.0
2081-02-28,20810228,-4.6070046,4.1218243,21.89496,56.96038818359375,6.760148,8.427825,-4.522294317742666,4.8262276415739045,21.943082727376304,131.81856378734096,136.8621088088771,6.613895912741569,2081,2,0.0
2081-03-06,20810306,-7.786925,-5.1510515,17.8001,11.287273406982422,9.37376,11.359804,-7.886439372420632,-6.066199949414574,17.98853475923665,56.51536027808487,52.43274020830376,9.949608424513183,2081,3,0.1333333333333333
2081-03-07,20810307,-7.9371696,-2.6521704,18.56599,22.751022338867188,8.572953,11.247195,-7.842233357442219,-2.385352316309932,18.222274853352864,71.52317498925251,73.08194477178975,8.196982963597314,2081,3,0.0
2081-03-08,20810308,-8.364377,-4.457472,17.352055,16.26183319091797,9.558391,12.498927,-8.429996707235972,-4.070317443670594,16.875560894897458,61.94633784118852,64.22701325993367,9.361214054611636,2081,3,0.0
2081-03-14,20810314,-4.907507,-2.8718169,20.397057,25.02606201171875,5.800252,8.841077,-4.3887707979335815,-2.7012504352207163,21.31615535453288,59.66431786341758,58.38806256590206,5.153451564784001,2081,3,0.1333333333333333
2081-03-15,20810315,-6.040686,-5.525594,17.286383,31.863265991210938,8.309383,10.288194,-5.50808376423709,-5.551152222143805,17.234251018920904,47.54992127738447,44.77687171187293,7.820120059645141,2081,3,0.3
2081-03-16,20810316,-5.9166293,-5.510566,16.446316,31.325714111328125,8.2007885,11.446312,-5.325172371306107,-5.842304343905764,16.068844618774413,47.035137606657145,42.34870025420105,7.905060457133902,2081,3,0.0
2081-03-17,20810317,-4.855615,-2.3944364,18.083584,26.786815643310547,5.722603,9.013677,-4.431976761751814,-2.6719709741080595,18.220844187215167,63.75083561881098,58.91486793316352,5.175118056932042,2081,3,0.0
2081-03-18,20810318,-4.830172,-0.35853356,18.651327,45.64934921264648,5.4454803,8.639799,-4.429951092608455,-0.3585263063996649,18.559415117797847,85.75483943728693,85.37300327089201,4.444435599182806,2081,3,0.0
2081-03-19,20810319,-3.652531,3.8984618,17.454275,56.04509735107422,5.893961,7.266071,-3.58899949851958,4.319951263519284,17.89553634008789,136.86542677856664,140.28032322851,5.616306287904503,2081,3,0.0
2081-03-22,20810322,-0.085435554,5.034896,15.300379,77.49210357666016,5.561667,8.593749,0.6549907456982922,6.003905577405291,15.439302978759764,179.02785935542795,186.226010402282,6.039527718236648,2081,3,0.0
2081-03-23,20810323,-2.6763122,7.287419,14.9494505,51.73638153076172,8.164738,11.855699,-2.400882413679122,8.311158326449073,15.0014839144694,159.8341876195421,163.88733818556307,8.650987752367786,2081,3,0.0333333333333333
2081-03-24,20810324,-1.5484003,8.780988,14.971667,44.95012664794922,9.242353,13.817983,-1.020409353915212,10.101665296799975,15.09561869588216,169.99952394636017,174.23189144717077,10.15307229453876,2081,3,0.1333333333333333
2081-03-25,20810325,-0.097357966,7.2660036,14.94493,50.8563232421875,7.5465465,11.100768,0.4839350457854259,8.511238953151699,15.015104548217774,179.23233360991674,183.25423994136776,8.524985727037095,2081,3,0.0
2081-03-31,20810331,-8.0682955,-5.5044413,14.194623,19.20543670654297,9.905032,12.837204,-7.854800858846032,-5.9536552252318025,14.0528298174235,55.69697969682926,52.83918755001042,9.856160868870711,2081,3,0.0
2081-04-01,20810401,-7.1612883,-2.816347,16.399437,15.630760192871094,7.799064,10.201011,-6.7923634174124405,-2.9537783270343145,16.680120643758134,68.53158686336798,66.49734219301638,7.406821666508547,2081,4,0.0
2081-04-02,20810402,-6.8183393,-0.08342669,16.971148,35.76250457763672,7.1110578,8.224588,-7.005720306803383,0.2659620091597216,16.883183908406576,89.29898490444265,92.17410709521032,7.010766920064706,2081,4,0.0
2081-04-03,20810403,-7.8300495,4.1030807,17.974918,42.0087890625,9.289086,11.093645,-8.201225363255817,4.634751844894089,18.474629420817056,117.65531238684775,119.47205885760184,9.420245332402956,2081,4,0.0333333333333333
2081-04-09,20810409,-0.39305705,3.9926383,18.834017,79.97591400146484,4.526277,6.6439776,0.3504554959925013,5.224971726298647,19.39328335697428,174.37760808570044,183.8372629396364,5.236711620405655,2081,4,0.0333333333333333
2081-04-12,20810412,-0.047730844,6.163551,18.909954,58.37439727783203,6.512645,9.657211,0.6717015421765644,7.434469379049935,18.911353958903,179.5563075021168,185.16263518394177,7.464751697799031,2081,4,0.0
2081-04-22,20810422,-0.4209507,3.8842213,17.683228,83.83673858642578,4.3093166,6.0588517,0.024467630063215,4.970473881090799,18.097997697550458,173.814736081756,180.28204164180124,4.970534102843148,2081,4,0.0
2081-04-24,20810424,-0.6618026,5.3432064,17.465858,64.62383270263672,5.710216,8.566157,0.0807217537659018,6.455168719284692,18.048076369710284,172.93937841542578,180.71644521641645,6.455673411501127,2081,4,0.0
2081-04-27,20810427,-0.9871024,8.110441,16.127666,38.335670471191406,8.361901,12.001586,-0.6937564999996815,9.430189637454983,16.357866652791337,173.06079637310012,175.79246625731986,9.455674205452258,2081,4,0.0333333333333333
2081-10-27,20811027,-6.2689695,-6.798029,18.03277,10.977432250976562,9.272996,11.648424,-6.158930988193511,-6.861084102705006,17.453233466918945,42.68146267798088,41.91310057363219,9.219918979130004,2081,10,0.0333333333333333
2081-10-28,20811028,-8.534807,-6.9989414,17.386469,9.04384994506836,11.069665,12.625184,-9.006067915447233,-6.865917801195148,17.549481918619794,50.64664372231874,52.679343507720006,11.324755474199716,2081,10,0.2666666666666666
2081-10-29,20811029,-7.6190352,-8.739474,18.002367,4.888153076171875,11.601163,14.834712,-7.341139340471903,-8.680316832698189,18.872906460489908,41.08177486393714,40.22195310430817,11.368387182544751,2081,10,0.0666666666666666
2081-11-03,20811103,-8.817079,-4.252313,19.19557,14.957275390625,9.862107,12.304805,-8.910136373926798,-4.030640728815081,19.873887784586582,64.25285060067026,65.65963203014113,9.779396447979618,2081,11,0.0333333333333333
2081-11-04,20811104,-7.351965,-5.768051,18.539518,7.360843658447266,9.357748,12.148145,-7.330345752334594,-5.8322054100043,18.837373822753904,51.8837190534189,51.49336969672388,9.367421672651083,2081,11,0.0333333333333333
2081-11-08,20811108,-3.969116,-3.618389,13.160476,43.30509567260742,5.5850844,9.62175,-2.64572326095772,-2.757875265593532,13.002543408365884,47.64657325939382,43.81099344348729,3.8217440461319936,2081,11,0.3
2081-11-09,20811109,-6.4622374,-5.442969,14.499933,12.207878112792969,8.484601,12.210957,-6.017545132283531,-5.35661213690313,14.27439693070475,49.89346570866729,48.32562090416536,8.056310756437288,2081,11,0.0666666666666666
2081-11-10,20811110,-7.7936335,-6.415897,14.016634,6.576744079589844,10.103063,13.985759,-7.8559727167676305,-6.022373038251242,13.56302765275065,50.53800923821382,52.52629809186578,9.898751655560051,2081,11,0.2666666666666666
2081-11-22,20811122,-9.190617,-4.6559076,18.704554,10.712158203125,10.323661,13.030523,-9.305389873151142,-4.53815967506695,19.507963656168616,63.13351787075595,64.00190118167316,10.353027283251388,2081,11,0.1333333333333333
2081-11-23,20811123,-8.234518,-2.5045319,18.305826,15.272369384765623,8.676531,10.720735,-8.465839204331717,-2.3675573788839994,19.306438710571285,73.08284086654118,74.375814519237,8.790663306935828,2081,11,0.0666666666666666
2081-11-24,20811124,-7.376449,-6.3579936,17.90567,15.227188110351562,9.794659,11.966984,-7.955157889344529,-6.774406868274694,16.92557624515788,49.24091451832956,49.58314268183372,10.44878583670504,2081,11,0.2666666666666666
2081-11-26,20811126,-8.113974,-3.5981398,16.820776,12.528518676757812,8.944762,11.692087,-7.853295968924206,-3.626349414824486,16.64172501131185,66.08511855014518,65.21432718294412,8.650125297006921,2081,11,0.0333333333333333
2081-11-27,20811127,-5.56394,-5.7917695,17.011517,12.594993591308594,8.058358,11.458828,-5.104698471386594,-5.599152875528976,16.85562152734375,43.85062970396527,42.35515524222279,7.576837031857094,2081,11,0.1333333333333333
2081-11-30,20811130,-10.013759,-4.9440494,16.623945,13.48696517944336,11.294388,15.270273,-9.84259721282832,-4.805315232684455,16.923641206339518,63.723265679002594,63.97762099974517,10.952980159730275,2081,11,0.0
2081-12-03,20811203,-8.983031,-3.948571,17.708406,14.734073638916016,9.905447,12.94436,-9.005895448961896,-3.7487495825367,18.54267091072592,66.27168487271638,67.40023248142307,9.754961623204968,2081,12,0.0333333333333333
2081-12-07,20811207,-7.50531,-8.852969,18.952324,9.08441925048828,11.636592,15.702508,-7.14251419604111,-8.867368105639143,18.7084488326416,40.29038495662198,38.85085286377182,11.386207716424073,2081,12,0.0666666666666666
2081-12-08,20811208,-8.9362755,-5.594035,18.81853,7.538043975830078,10.556253,14.776677,-8.920814937948865,-5.136933965288166,18.710651840413416,57.95377151700984,60.06507705673917,10.294125981396515,2081,12,0.0333333333333333
2081-12-09,20811209,-9.569255,-4.265363,18.737085,17.958969116210938,10.59317,14.573653,-9.482966010155996,-3.7832873469489448,19.48224656477865,65.97573715369964,68.25016922859575,10.209794684485969,2081,12,0.0333333333333333
2081-12-10,20811210,-7.968168,-3.371875,17.153795,18.45688247680664,8.74479,12.433681,-7.980263584860485,-3.138778755839987,17.536898441202798,67.06346494311643,68.52940840482304,8.575344830498814,2081,12,0.0666666666666666
2081-12-14,20811214,-10.34385,-4.054088,15.868628,17.284339904785156,11.192158,14.322141,-10.263635846831004,-3.738676321565949,15.325770454101562,68.59818703637558,69.98512264942173,10.92336584729232,2081,12,0.0
2081-12-15,20811215,-9.28656,-3.1298037,16.458881,19.80208206176757,9.951231,12.969868,-9.382835580318453,-3.007994626661621,16.61007202075195,71.37489306775996,72.22493845234476,9.853204311355524,2081,12,0.0
2081-12-16,20811216,-7.3805285,-6.7199965,16.143608,3.4982452392578125,9.989986,13.43701,-7.326258385330203,-6.779409666750593,15.935021533121745,47.68203130038853,47.22013169935178,9.981706134637127,2081,12,0.0
2081-12-20,20811220,-9.765139,-1.2353371,17.65382,19.78329849243164,9.946028,11.964308,-10.085584493296304,-0.6739450294578903,17.565474623006182,82.790105860947,86.17703017936492,10.108076794037029,2081,12,0.1666666666666666
2081-12-21,20811221,-7.6107006,-0.96120185,16.041922,15.755325317382812,7.7394395,10.395792,-7.716098719547273,-0.4717726325167043,15.71453085579427,82.80187646232167,86.50121459281081,7.7305076719831805,2081,12,0.1
2081-12-22,20811222,-7.0977373,-4.8845468,16.39966,4.184650421142578,8.62016,11.165708,-6.820026009653093,-4.670801819441478,16.15887189078776,55.46488720242377,55.59409466581423,8.2661444706007,2081,12,0.2333333333333333
2081-12-29,20811229,-8.326412,-5.662829,18.603802,6.992572784423828,10.078711,13.665802,-8.184347503709159,-5.313735207483931,18.779425440307616,55.78021081592309,57.00611709723108,9.75803904054112,2081,12,0.0333333333333333
2081-12-30,20811230,-7.4199533,-5.206247,17.036343,8.1590576171875,9.08072,11.857939,-7.470589554937999,-4.933990205619815,17.04093121769206,54.94439130738846,56.55702267466506,8.952874825859066,2081,12,0.0333333333333333
2081-12-31,20811231,-8.957537,-6.159467,14.792175,10.94284439086914,10.91223,13.515677,-9.130820001386006,-5.767674600694025,14.926143218180338,55.486435722710326,57.72058376058638,10.799904823525146,2081,12,0.0333333333333333
2082-01-02,20820102,-5.984719,-4.5636306,14.523441,24.042011260986328,7.639356,9.958112,-5.772836441891348,-4.202898353442834,14.151867328572587,52.67276935124207,53.94360816308546,7.140727914869832,2082,1,0.3
2082-01-05,20820105,-7.6616187,-4.0710006,18.764208,10.35549545288086,8.7407675,12.516084,-7.340517240534465,-3.854607596877736,19.17930610188802,62.0160604002582,62.295411757149225,8.291030881892267,2082,1,0.0
2082-01-06,20820106,-4.724358,-2.3843007,18.925274,25.796932220458984,5.4345784,10.607668,-4.418774061986926,-1.937896263570947,19.63769678181966,63.22072242375768,66.31967979882106,4.825039496133754,2082,1,0.0
2082-01-07,20820107,-4.77719,-2.9077902,17.889652,23.5844841003418,5.6175466,10.146833,-4.219556809730218,-2.864066182899795,17.905254455607093,58.67187356126274,55.83291002535566,5.0997583051131805,2082,1,0.2
2082-01-16,20820116,-2.4262483,0.56123847,15.54788,120.5952377319336,4.6395574,8.373806,-1.7656518509635994,1.015328166055835,15.310118352416993,103.02454540311784,119.90081258154872,2.0367664921628816,2082,1,0.0
2082-01-17,20820117,-1.0657762,1.6593983,16.411303,128.83480072021484,4.311503,6.9397,-0.102292444945343,1.935324341036318,16.280152230794272,147.28871882776832,176.97442103593812,1.938025812341145,2082,1,0.0
2082-01-21,20820121,-4.7380857,0.04092947,15.868465,51.91376495361328,4.9994984,9.036794,-3.750019223780321,0.8769969884832683,15.986515479044597,90.49493143373805,103.16289008119878,3.851203434840943,2082,1,0.3
2082-01-27,20820127,-7.6842437,-6.091954,19.119528,29.67640686035156,9.968696,12.219142,-7.093303031809496,-6.7633654289875,19.183833795532227,51.59314181559688,46.363997475699136,9.800921376437069,2082,1,0.1333333333333333
2082-01-28,20820128,-5.6546125,-1.5086787,16.21008,24.35140609741211,6.014745,9.126877,-4.987116227045063,-1.4053873618624988,16.07055210339356,75.06118548471588,74.26197197926152,5.181355218370867,2082,1,0.0
2082-02-07,20820207,-5.55966,-1.1271813,18.072319,18.89740753173828,5.7767196,9.6001,-5.21016343740845,-0.9067525263437448,17.931812082600914,78.53903831670914,80.12739225073551,5.288478343393173,2082,2,0.0
2082-02-10,20820210,-6.176749,-7.0417037,20.168219,25.20879364013672,9.492352,13.183989,-5.246042603015905,-7.347387463678995,19.668485892415365,41.25616632465992,35.526877667235226,9.028015592259749,2082,2,0.0
