date,yyyymmdd,meanU,meanV,wdCor,meanWS,maxWS,std_uv,ish_u,ish_v,meanWD,ish_wd,ish_ws,year,month,prRatio
2008-06-15,20080615,2.4422343,8.831814,14.978843688964844,9.216199,11.7413435,1.4490662,2.2048080633508382,9.91521864251582,195.45755459681118,192.53666072024123,10.157398255710472,2008,6,0.5
2008-06-16,20080616,0.24120693,9.384059,23.240127563476562,9.475963,12.558954,1.3140553,0.32270225340835557,9.579070434651696,181.4724008758222,181.9294656491901,9.5845045326492,2008,6,0.6
2008-06-17,20080617,-1.81497,9.075029,36.848243713378906,9.462874,11.968189,1.8005224,-2.0929099489707923,9.333850916885375,168.69028521148664,167.36172896820534,9.56561785736514,2008,6,0.1
2008-06-18,20080618,-2.6584008,6.327953,53.599876403808594,7.256873,9.15002,1.828312,-2.885252194944381,6.764996360116323,157.21251023617947,156.90188663563583,7.354580612163992,2008,6,0.06666666666666667
2008-06-19,20080619,-2.4138348,3.997531,76.4144515991211,5.38204,6.871091,1.9722264,-2.2862113741666508,4.382559266277949,148.8751011338266,152.45069568699188,4.943034307973967,2008,6,0.0
2008-06-20,20080620,-0.9749065,4.3324804,95.11087036132812,5.39414,8.161538,2.4196763,-0.5093259729846347,4.626644214044251,167.31837781611216,173.71786706702994,4.654594464623733,2008,6,0.0
2008-06-21,20080621,-0.037251186,5.659547,71.75997161865234,6.2689877,8.71861,2.116967,0.7777399517300875,6.036833745825449,179.62288413666982,187.3411171847268,6.086726633195714,2008,6,0.0
2008-06-22,20080622,0.02325503,6.2717166,52.63233184814453,6.5978823,7.9572883,1.4712851,0.7485698872197417,6.494148163859049,180.21244725068354,186.575371827232,6.537149015450545,2008,6,0.0
2008-06-23,20080623,0.5414092,7.278301,12.195899963378906,7.336803,8.131567,0.7271035,0.5197296372976279,7.746989213386535,184.2542120688408,183.83810520426601,7.764403439299947,2008,6,0.0
2008-06-24,20080624,2.786971,5.7064,13.768089294433594,6.3781796,10.254987,1.2445183,2.966832879601796,6.282460530806863,206.03060248785363,205.2785828261945,6.9477627806821625,2008,6,0.13333333333333333
2008-06-25,20080625,3.1298325,6.307012,26.796234130859375,7.1155834,11.846556,1.8511364,3.069344698349635,7.870104577040998,206.39274402942382,201.30580834619514,8.447450676437754,2008,6,0.13333333333333333
2008-06-26,20080626,3.1691515,7.043726,60.735191345214844,7.8129454,12.912048,2.2465959,3.743492175320312,8.533257911158886,204.22419290911216,203.68679068156652,9.318273673006182,2008,6,0.2
2008-06-27,20080627,2.2072718,9.471491,14.289527893066406,9.798406,13.8488035,1.8394073,1.829695957171761,11.050691787021641,193.11828647034451,189.40134133139327,11.20114173945845,2008,6,0.3333333333333333
2008-06-28,20080628,3.1683965,7.976301,11.661270141601562,8.631742,12.59011,1.6386034,2.939447139402073,9.43862948865001,201.66427660983578,197.29801578236055,9.88575116566023,2008,6,0.23333333333333334
2008-06-29,20080629,2.530535,5.7856627,16.624252319335938,6.382503,8.899197,1.7011585,3.5678511698850013,7.460191545781457,203.62362196862773,205.5595493498946,8.269463094433574,2008,6,0.2
2008-06-30,20080630,1.3449271,5.3203917,28.950271606445312,5.6255803,6.730891,0.91003036,2.0051205922004347,5.4336490703385705,194.1864472559517,200.25502681858464,5.7918089409835884,2008,6,0.03333333333333333
2008-07-01,20080701,1.9823111,5.1402755,46.981300354003906,5.678948,7.8546095,1.4348319,2.6952261743488273,5.260971678984326,201.08878277871187,207.12632555401123,5.911181534851571,2008,7,0.0
2008-07-02,20080702,1.5304463,5.877566,52.278076171875,6.2665644,8.599782,1.5867298,2.1228293409568435,5.926682897471748,194.59502522216837,199.70659468517152,6.295393123388831,2008,7,0.0
2008-07-03,20080703,0.28722546,5.3631005,65.45445251464844,5.818778,8.158763,1.831686,0.8571197958089474,5.425670555377325,183.06559597530975,188.97710818200346,5.492955062610294,2008,7,0.0
2008-07-04,20080704,-0.74834484,5.6450777,42.83324432373047,5.9726424,7.9383206,1.4649336,-0.6040948852577226,5.652281986606598,172.44856329164514,173.89959712809105,5.684472032344954,2008,7,0.0
2008-07-05,20080705,-1.2324353,5.558428,37.90398406982422,5.90435,7.352936,1.2714683,-1.3008093518892938,5.777620727474212,167.4984126065213,167.3116437479523,5.922246722359875,2008,7,0.1
2008-07-06,20080706,-3.3609388,4.1623583,28.244781494140625,5.425031,7.496273,1.4698851,-4.800305838909147,4.643797063823695,141.08050452396782,134.05057456639042,6.678906146746098,2008,7,0.3
2008-07-07,20080707,-3.070564,3.8668084,52.98400115966797,5.474054,9.050225,2.4569898,-5.232278085143398,4.408679060600272,141.54753360492776,130.11724238086742,6.8420161516651765,2008,7,0.5
2008-07-08,20080708,0.8001588,2.2306201,157.4456329345703,4.153523,6.3375893,2.326206,0.46779676174674045,2.4215413742281546,199.7337147551024,190.93379389105945,2.466312315461997,2008,7,0.6333333333333333
2008-07-09,20080709,2.1703768,-0.6942305,107.47834014892578,3.6785383,6.1372843,2.2822273,1.3743229416128873,-1.543534741829248,287.7377250473764,318.3189677282488,2.066703425041286,2008,7,0.4666666666666667
2008-07-10,20080710,0.053291894,-0.99752706,76.01998519897461,2.243027,4.2884245,1.5957878,-2.130789334021249,-1.7738908613135105,356.94193692974386,50.22247988894236,2.7725352971297417,2008,7,0.23333333333333334
2008-07-11,20080711,-0.98576564,0.8602855,111.3959732055664,2.5819027,4.6676316,1.7160394,-2.711645086226943,0.7702469143696637,131.11146241896512,105.85727807298315,2.818918122747575,2008,7,0.0
2008-07-12,20080712,-1.8525757,1.1605084,97.28433990478516,3.2309477,4.6117926,1.785389,-2.937705777620315,1.0223226649657087,122.06425063176863,109.18791494696882,3.11050781499844,2008,7,0.03333333333333333
2008-07-13,20080713,-3.0497823,-1.072911,74.16701126098633,3.907887,6.3357306,1.802573,-4.20791599307696,-0.961769280150737,70.6181677765342,77.12551720745506,4.316428749908254,2008,7,0.03333333333333333
2008-07-14,20080714,-5.3625107,-1.5048983,59.53510284423828,5.970966,8.117754,1.7500846,-6.076709165241241,-1.0451765383019505,74.3241191397031,80.2407784276744,6.165937744994167,2008,7,0.03333333333333333
2008-07-15,20080715,-5.758799,-1.4335325,43.24897003173828,6.1692324,7.8331757,1.3833805,-6.045640090099335,-1.17330501732914,76.02152164445886,79.0168805973388,6.15844207269225,2008,7,0.03333333333333333
2008-07-16,20080716,-6.146115,2.1342273,114.15987396240234,8.102181,13.640524,3.3155315,-7.212630559195208,3.3557925826975383,109.1494654356303,114.95096282275085,7.955085382415728,2008,7,0.4
2008-07-17,20080717,-1.0376438,12.463466,70.6434097290039,13.886385,16.825228,4.485199,-3.4027552088870974,15.157898742059079,175.24082489479076,167.34758163543262,15.535142010491068,2008,7,0.9333333333333333
2008-07-18,20080718,1.3845623,13.94931,20.133758544921875,14.224671,17.014683,2.261643,0.9378598196414374,15.308113769860592,185.66842271868484,183.505874721533,15.336816104794806,2008,7,0.5333333333333333
2008-07-19,20080719,1.8741988,10.138286,12.283088684082031,10.362865,13.367781,1.5128694,1.1948629893053357,11.255381068178814,190.47365495470217,186.0597817368988,11.318626266165419,2008,7,0.23333333333333334
2008-07-20,20080720,2.0301504,6.85855,12.374977111816406,7.194494,9.100054,1.1326176,1.880121817683851,7.621428932367327,196.48890419306514,193.85755158551802,7.849906816036519,2008,7,0.03333333333333333
2008-07-21,20080721,1.6946659,3.9008152,38.389068603515625,4.342047,5.469697,0.8733148,1.7181490448131551,4.280000680306755,203.48200167485953,201.8723336021127,4.611988937933248,2008,7,0.0
2008-07-22,20080722,1.2857704,1.9840223,63.356239318847656,2.6485353,5.0266666,1.2077484,0.21030205084554227,1.5140458584740986,212.9457591943368,187.9078274113474,1.5285816347687848,2008,7,0.0
2008-07-23,20080723,0.12499294,0.71114004,132.5523681640625,1.7469926,3.4206064,1.2454029,-0.8385608603463163,0.31171523104668,189.96872255875928,110.39143057829233,0.8946232177689327,2008,7,0.0
2008-07-24,20080724,-0.09320033,-1.3183181,59.14959716796875,1.8907715,3.4503927,1.0921568,-0.4718884794058781,-2.279495979549088,4.043876695477962,11.695843745409775,2.3278274544683177,2008,7,0.0
2008-07-25,20080725,0.30118218,-5.832633,19.304275512695312,6.0897923,8.897813,1.8992758,-0.5606380996263761,-7.277827638159432,357.0440186165752,4.405007104037679,7.299389714867263,2008,7,0.2
2008-07-26,20080726,-6.3930845,-8.665073,43.14918518066406,11.552585,13.951559,3.2286212,-8.666844002883904,-7.586054334310546,36.41987788421068,48.804469164629324,11.51791670978031,2008,7,0.5
