,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
20081110,20.66666667,,23.625,,22.54166667,,20.375,,16.54166667,19.75,,31.75,23.7826087,,,,19.54166667,24.04166667,23.7826087,26.95833333,17.04166667,23.54166667,19.66666667,24.45833333,19.45833333,23.25,17.2173913,,,19.54166667,23.04166667,,,,21.41666667,16.54166667,,20.45833333,26.33333333,24.5,22.54166667,,25.33333333,28.75,,31.625,,25,,30.45833333,30,,27,,32.83333333,32.79166667,,21.29166667,24.5,9.625,16.17391304,13.58333333,11.79166667,19.70833333,17.54166667,36.70833333,21.70833333,,,,12.17391304,14.45833333,,
20081111,21.75,21.08333333,22.875,24.75,,29.375,30.91666667,29.83333333,22.70833333,20.33333333,27.86956522,,,27.33333333,33.16666667,,25,,24.25,,,28.625,,29.79166667,27.04166667,28,21.875,25.29166667,23.625,25.29166667,25.75,28.5,28.54166667,23.5,26.75,,32.375,26.66666667,,,,34.65217391,34.95833333,35.91666667,33.16666667,,29.95833333,,43.04166667,38.2173913,40.54166667,43.08333333,38.95652174,39.91666667,43.43478261,,41.7826087,34.58333333,40.125,12.41666667,18.75,16.375,8.541666667,20.125,16.66666667,43.875,30.20833333,27.625,32.125,45.25,,17.58333333,,
20081112,11.875,12.29166667,,12.60869565,16.79166667,23.54166667,19.73913043,21.91666667,,8.833333333,20.625,27.6875,25,18.16666667,21.5,,16.875,,,,10.08333333,19.375,8.708333333,18.91666667,,,11.69565217,11.91666667,14.04166667,,,19.41666667,29.625,17.17391304,23.16666667,22.79166667,30.70833333,,38.16666667,31.66666667,21,36.66666667,,30.54166667,39.83333333,43.95833333,24.875,36.91666667,47.29166667,42.29166667,45.45833333,36.95833333,,43.75,,40.60869565,44.41666667,,,10,15.91666667,,7.875,13.125,10.65217391,36.83333333,,29.95652174,18.25,45.625,24.875,14.04166667,,
20081113,9.333333333,8.5,8.208333333,6.173913043,10.875,12,,,10.66666667,8.5,9.666666667,25.5,15.54166667,12.5,,,,14.47826087,13.34782609,13.70833333,9.916666667,14.25,,14.95652174,,13.45833333,,13.34782609,14.125,23.58333333,21.83333333,22,24.54166667,15.91666667,,19.13043478,29.91666667,27.04166667,36.86956522,29.70833333,20.59090909,39.41666667,35.25,,,42.33333333,23.29166667,37.41666667,,40.08333333,55.58333333,37.16666667,37.58333333,47,52.60869565,40.75,44.125,34,31.13043478,,11.625,11.7826087,4.458333333,,,25.125,16.52173913,21.29166667,12.54166667,,25.70833333,12.83333333,,
20081114,9.916666667,11.70833333,5.833333333,,16.45833333,16.41666667,,15.5,8.75,,15.5,,14.25,17.375,17.56521739,,14.75,,11,12.54166667,11.70833333,,14.08333333,,11.20833333,17.66666667,17.04166667,13.79166667,,26.75,18.875,19.75,21.25,11.95833333,19.58333333,18,26.58333333,20.125,31.625,29,16.45833333,32.625,31,26.04166667,33.125,40.16666667,21.5,,53.29166667,,,40.33333333,36.875,,43.41666667,48.75,49.58333333,33.125,31.66666667,6.541666667,,13.625,5.208333333,10.54166667,8.583333333,,16.25,16.95833333,,,22.5,,,
20081115,13.25,15.625,,15.66666667,18.91666667,19.95833333,20.25,17.875,14.25,15.33333333,17.91666667,,20.54166667,17.45833333,,,20.83333333,18.875,19.125,20.95652174,18.41666667,22.41666667,24.5,23.25,19.16666667,26.70833333,22.20833333,20.58333333,26.54166667,31.08333333,30.125,29.375,32.83333333,24.90909091,24.25,24.54166667,38.66666667,28.875,40.41666667,35.43478261,23.83333333,44.5,40.16666667,38.45833333,42.875,49.54166667,20.625,43.20833333,57.17391304,44.54166667,45.45833333,39.08333333,46.33333333,48.33333333,49.16666667,48,41.58333333,,35.625,6.916666667,11.7826087,12.73913043,8.583333333,13.34782609,11.95833333,29.08333333,21.16666667,26,20.58333333,48.08333333,23.91304348,13.08333333,,
20081116,22.45833333,22.13043478,18.95833333,20.16666667,22.08333333,24.5,21.70833333,23.08695652,19.875,23.125,22.83333333,31.75,26.20833333,24.13043478,,,20.5,24.83333333,28.16666667,24.04166667,19.95833333,25.91666667,20.79166667,28,23.125,27.95652174,25.58333333,23.54166667,28.70833333,28.91666667,31.5,31.375,47.79166667,38.36842105,36.5,24.04166667,36.73913043,33.66666667,43.79166667,36.08333333,25.58333333,,35.54166667,41.83333333,39.08333333,,21.20833333,46.47826087,,42.5,39.54166667,41.91666667,48.20833333,,57.33333333,48.125,44.58333333,,36.83333333,6.541666667,12.16666667,14.83333333,18.54166667,21.70833333,19.5,33.875,25.625,18.54166667,23.83333333,53.41666667,20.58333333,11.70833333,,
20081117,47.41666667,51.54166667,44.95833333,47.29166667,52.375,52.16666667,,55.04166667,50.95833333,49.5,53.625,,57.875,53.45833333,,,50.08333333,60.70833333,,55.375,42.20833333,55.66666667,43.45833333,56.69565217,49.79166667,50.25,39.83333333,33.875,,44.16666667,44.95833333,,56.375,,,,60.29166667,,64.08333333,56.58333333,49.95833333,72.45833333,61.91666667,60.08333333,60.20833333,68.33333333,39.375,71.41666667,,59.33333333,68.625,46.47619048,74.83333333,72.73913043,77.625,,61.29166667,,,21.95652174,30.5,32.125,41.20833333,46.04166667,48.79166667,68.08333333,52.29166667,38,54.54166667,,,29.5,,
20081118,26.25,29.08333333,26.54166667,34,35.04166667,34,34.83333333,33.16666667,,28.875,30.58333333,40.20833333,,27,36.5,,37.91666667,31.08333333,,37,28.70833333,34.625,,39.95833333,34.125,37.125,33.70833333,33.29166667,,40.34782609,,41.04166667,41.33333333,35.69565217,41.375,44.75,,48.45454545,59.875,59.08333333,,,61.91666667,65.08333333,69.33333333,76.33333333,62.5,,88.65217391,77,82,,,,92,,82.43478261,,74.54166667,,34.08333333,28.375,,,36.04166667,41.79166667,35.54166667,,,78.75,44.66666667,30.70833333,,
20081119,,28.04166667,31.25,29.66666667,32.375,31.58333333,28.54166667,28.625,25.58333333,27.375,30.41666667,40.6,34.20833333,,35.04166667,,33.45833333,33.16666667,,33.33333333,24.375,32.79166667,29.29166667,34.5,29.58333333,30.29166667,27.04166667,,27.58333333,,30.45833333,30.5,,,30.54166667,,41.08333333,44.29166667,45.91304348,45.04166667,38.125,41.25,46.66666667,47.79166667,52.75,53.16666667,53.33333333,52.73913043,54.70833333,53.16666667,65.66666667,61.79166667,53.625,58.5,77.84615385,58.34782609,64.41666667,,74.60869565,19.125,21.16666667,19.75,23.375,,27.20833333,42.875,31.625,40.91666667,33.54166667,57.04166667,,25.41666667,,
20081120,16.16666667,,15.04347826,,,,17.70833333,16.95833333,16.625,16.08333333,17.45833333,29.04166667,23.79166667,20.875,,,21.33333333,22.125,,20.91666667,18,22.375,18.375,25,19.625,20.20833333,18.04166667,19.875,19.95833333,28.66666667,,26.25,25.08333333,23.54166667,27.54166667,26.91666667,45.25,35.79166667,,,,46.58333333,42.625,47.125,42.33333333,45.625,,54.7826087,62.625,60.29166667,70.54166667,68.125,58.70833333,58.29166667,66.58333333,59.41666667,67.25,,73.5,14.25,17.16666667,21.04347826,14.54166667,,,32.29166667,21.83333333,37.83333333,21.125,61.45833333,50.70833333,22.125,,
20081121,11.83333333,,10.66666667,10.25,14.58333333,14.70833333,14.25,14.375,11.47826087,10.08333333,12.91666667,,18.375,17.875,20.25,,13.5,16.375,17.08333333,14.58333333,12.20833333,17.70833333,14.70833333,29.16666667,15.45833333,21.08333333,,19.54166667,23.16666667,38.54166667,29.625,25,32.20833333,27.45833333,21.70833333,33.5,47.54166667,34.04166667,38.20833333,35.375,20.79166667,54.16666667,40.70833333,,40.58333333,48.08333333,52,,67.375,,,69.79166667,65.13043478,64.91666667,72.375,66.66666667,75.95833333,72.25,79.45833333,11.04166667,15.5,13.5,5.125,,15.47619048,28.95833333,17.70833333,44.41666667,15.875,69.79166667,47.95833333,18.75,,
20081122,9.375,12.16666667,8,7.583333333,13.5,12.65217391,11.08333333,11.54166667,6.958333333,6.416666667,8.916666667,21.75,14.33333333,13.69565217,15.41666667,,11.625,18.70833333,20.875,,17.16666667,24.29166667,27.875,31.66666667,19.91666667,22.82608696,21.56521739,35.91666667,36,49.75,42,43.25,34.75,29.45833333,27.04166667,49.83333333,59.5,40.39130435,48.83333333,41.43478261,28.875,63.75,53.41666667,47.95833333,49.45833333,59,51.66666667,62.25,67.5,62.65217391,83.66666667,64.375,61.39130435,68.54166667,75.125,77.04166667,71.54166667,,69.54166667,6.666666667,10.83333333,14.04166667,5.833333333,,10.875,26.25,29.75,64.25,12.54166667,79.95833333,55.04166667,14.79166667,,
20081123,16.125,18.75,10.20833333,18.91666667,,,29.41666667,30.16666667,15.91304348,17.54166667,21.625,32.70833333,25.5,20.04166667,27.54166667,,29.29166667,24.91666667,25.5,25.45833333,26.58333333,29.625,35.91666667,33.29166667,28.41666667,35.91666667,31.91304348,41.25,56.66666667,63.41666667,53.125,53.875,59.95833333,,54.79166667,67.82608696,74.91666667,52.5,58.79166667,51.33333333,35.58333333,79.875,57.54166667,,60.5,,79.17391304,78.70833333,83.70833333,81.95238095,84.45833333,81.54166667,80.20833333,87.83333333,98.66666667,85.08333333,84.04166667,80.58333333,98.79166667,7.208333333,12.41666667,13.29166667,10.66666667,,14.58333333,34.45833333,30.16666667,98.5,28.125,94.83333333,61.60869565,13.54166667,,
20081124,30.54166667,32.79166667,,31.45833333,38.125,36.625,35.45833333,,,27,30.75,41.875,,24.16666667,34.7826087,,33.73913043,30.08333333,31.54166667,30.54166667,,35,40.75,41,33.95833333,41.17391304,34.56521739,31.33333333,33,46.875,,,34.08333333,,31.60869565,49.25,60.875,43.5,49.95833333,,32.125,,49.91304348,55.66666667,50.70833333,,73.56521739,,84.33333333,88.89473684,99.45833333,87.75,76.75,,98.625,85.25,94.16666667,,,12.375,19.375,21.79166667,13.66666667,,26.25,,32.33333333,67.58333333,,99.875,,20.83333333,,
20081125,20.58333333,23.20833333,20.54166667,19.625,26.41666667,24.70833333,22.82608696,24.83333333,21.5,,22.91304348,35.29166667,28.83333333,,32.79166667,,26.41666667,27.08333333,,24.66666667,22.625,26.625,,30.04166667,23.29166667,25.45833333,23.08333333,,,31.29166667,32.95833333,32.875,31.3125,29.45833333,29.08333333,33.625,,41.375,46.04166667,44.41666667,,55.16666667,52.91666667,49.75,48.5,58.45833333,70.29166667,,,82.29166667,97.79166667,80.5,,,89.91304348,79.41666667,,76.375,61.04166667,19.08333333,24.95833333,22.625,16.45833333,,,39.7826087,27.625,,27.20833333,,34.91666667,28.75,,
20081126,30.95833333,32.75,30,25.45833333,,33.45833333,,32.95833333,29.91666667,32.5,32.95833333,,34.91666667,,,,34.54166667,39.5,39,32.95833333,24,36.45833333,23.45833333,,28.66666667,30.66666667,28.5,31.33333333,38.58333333,,,36.20833333,,35.41666667,36.79166667,,68.79166667,49.54166667,,,,72.375,54.11764706,56.45833333,54.70833333,,,77.29166667,87.125,82.875,95.45833333,,,86.54166667,,,86.625,,88.25,12.58333333,14.82608696,,8.166666667,,20.125,45.54166667,35.29166667,50.75,32.70833333,103.375,37.79166667,15.41666667,,
20081127,46.66666667,48.58333333,50.20833333,,54.7826087,51.5,,50.45833333,47.83333333,48.95833333,50.25,59.125,57,38.79166667,54.58333333,,,55.08333333,39.29166667,,52.375,54.70833333,58.95833333,59.6875,55.13043478,58.25,,50.70833333,52.5,56.33333333,58.70833333,57.20833333,,52.66666667,52.375,50.45833333,62.41666667,62.91666667,63.58333333,65.91666667,,61.91666667,,65.13043478,58.25,68.875,,61.83333333,66.875,62.29166667,,70.25,67.66666667,68.875,74.45833333,60.79166667,68.29166667,68.75,77.125,26.29166667,29.95833333,34.5,36.20833333,,45.75,59,,56.5,59.58333333,,39.625,31.69565217,,
20081128,24.29166667,,21.70833333,,27.95833333,25.125,23.875,24.25,23,22.17391304,,35.625,29.66666667,17.625,33.20833333,,,,,29.66666667,28.91666667,,28,,,,28.79166667,31.83333333,30.45833333,43.625,35.29166667,35.79166667,37.20833333,30.54166667,32.20833333,40.08333333,55.83333333,,47.91666667,43.95833333,35.25,53.83333333,53.08333333,49.375,,59.5,60.29166667,61.33333333,67.16666667,,76.08333333,65.5,63.25,66.95833333,72.5,61.29166667,74.41666667,,65.08333333,,36.45833333,32.75,20.08333333,,28.45833333,39.95833333,31,58.625,31.54166667,65.25,48.45833333,38.875,,
20081129,,22.08333333,,19.08333333,24.875,25.16666667,23.75,25.91666667,21.04166667,21.33333333,22.66666667,35.29166667,26.95833333,20.5,29,,24.04166667,25.83333333,17.16666667,25.54166667,24.16666667,25.33333333,22.54166667,,23.79166667,,22.875,21.25,25.41666667,39.75,27.16666667,31.91666667,28.75,32.75,,39.79166667,52.25,35.54166667,41.45833333,35.16666667,25.125,54.79166667,47.25,,45.41666667,54.5,48.04166667,65.75,65.54166667,63,68.20833333,65.41666667,63.375,64.625,69.54166667,63.83333333,67.375,57.45833333,54.5,21.45833333,21.29166667,22.625,15.83333333,,24.45833333,42.75,27.125,53.83333333,27.54166667,68.25,39.375,26.66666667,,
20081130,24.45833333,24.875,22.66666667,22.75,27.875,28.75,25.75,24.91666667,24.08333333,25.54166667,25.41666667,36.70833333,32.66666667,18.625,32.70833333,,30.04166667,28.875,18.66666667,25.20833333,24.33333333,32.08333333,26.95833333,36.64285714,26.66666667,31.83333333,28.875,33.29166667,36.125,53.95833333,42.75,42.875,47.58333333,41.29166667,36.58333333,50.79166667,63.375,,55.20833333,44,33.125,76.95833333,53.58333333,51.33333333,54.66666667,64,41.58333333,64.08333333,61.95833333,58.625,68.83333333,,62.375,70.08333333,66.41666667,58.83333333,60.29166667,64.79166667,62.54166667,20.45833333,21.54166667,24.54166667,22.45833333,30.58333333,31.20833333,37.5,29.29166667,57.79166667,30.16666667,61.125,47.5,25.625,,
20081201,14.20833333,,10.625,15.70833333,19.75,,16.33333333,16.29166667,14.20833333,15.125,16.20833333,29.08333333,21.04166667,,24.20833333,,16.08333333,18.125,,18.29166667,17.75,20.54166667,19.375,28.20833333,20.91666667,26.625,23.79166667,,,49.54166667,36.625,30.95833333,42.60869565,,33.33333333,40.75,,34.83333333,46.625,,26.91666667,,54,60.08333333,56.875,70.58333333,31,64.54166667,69,64.29166667,61.875,56.54166667,61.60869565,,82.70833333,,69.41666667,,46.625,20.95833333,21.875,20.70833333,11.375,,22.33333333,33.125,22.66666667,,21.04166667,,46,23.20833333,,
20081202,,12.375,6.416666667,8.5,,11.45833333,10.70833333,,,,9.541666667,,13.79166667,9.291666667,20.83333333,,12.20833333,11.04166667,3.583333333,14.79166667,12.04166667,15.5,14.625,19.83333333,13.91666667,,,22.08333333,19.58333333,,,25.54166667,31.41666667,20.33333333,,,43.54166667,,,26.58333333,18.375,,40.41666667,37.70833333,38.08333333,49.75,28.16666667,53.04166667,54.08333333,55.75,,51.75,48,48.70833333,,50.83333333,52.75,,54.54166667,11.79166667,14.625,14.79166667,6.791666667,,15.33333333,26.125,17,42.20833333,13.16666667,54.16666667,39.375,16.75,,
20081203,,,,,50.29166667,43.875,45.95833333,42.25,,28.33333333,36.45833333,45.41666667,38.625,12.58333333,,,56.45833333,52.70833333,,53.25,34.91666667,46.70833333,41.875,62.45833333,43.83333333,,25.5,31.91666667,53.16666667,44.41666667,64.625,,54.95833333,57.26086957,61.875,31.45833333,39.21428571,53.33333333,74.70833333,51.66666667,,,54.70833333,34.66666667,41.91666667,,30,41.79166667,51.66666667,42.41666667,46.91666667,45.75,43.45833333,47.20833333,47.20833333,43.79166667,40.33333333,38.5,45.41666667,11.33333333,13.66666667,14,12.04166667,20,,51.54166667,57.70833333,46.625,44.29166667,44.91666667,,,,
20081204,57.33333333,58.625,45.375,48.91666667,73.875,73.33333333,82.375,80.91666667,66.54166667,78.20833333,67.125,68.125,73.08333333,,,,82.75,77.95833333,,56.20833333,,52.16666667,,,47.20833333,,34.58333333,36.04166667,48.75,44.41666667,51.75,48.29166667,44.16666667,48.625,53.45833333,36.83333333,,50.91666667,50.79166667,53.16666667,55.54166667,46.75,48.75,44.54166667,59.95833333,,29.79166667,,,45.75,,47.04166667,45.375,46.25,45.625,44.75,48.125,,37.41666667,11.125,12.91666667,21.45833333,28.125,31.54166667,34.75,82.95833333,65.375,36.08333333,69.125,47.75,33.875,,,
20081205,42.75,45.29166667,47.58333333,,54.75,49.25,,45.375,,44.75,45.625,55.29166667,54.25,,,,49.54166667,51.04166667,44.91666667,47.16666667,33,49.5,51.33333333,54.45833333,51.91666667,54.79166667,49.83333333,48.66666667,48.625,53.375,58.33333333,61.08333333,58.75,54.70833333,53,48.29166667,60.20833333,75.16666667,70.83333333,75.66666667,63.41666667,,71.70833333,71.125,76.08333333,82.54166667,54.20833333,76.66666667,79.79166667,83.58333333,88.66666667,84.29166667,78.375,,88.20833333,76.04166667,84.79166667,79.16666667,74.125,36,39.70833333,41.41666667,28.58333333,45.375,47.58333333,56.16666667,,54.125,52.41666667,80.58333333,45.79166667,40.66666667,,
20081206,18.875,18.625,,19.25,22.83333333,20.875,18.83333333,18.5,16.875,18.25,22.25,34,27.54166667,,26.95833333,,22.33333333,23.25,24.66666667,22.91666667,21.29166667,23.16666667,19.66666667,25.33333333,19.54166667,20.08333333,20.58333333,22.79166667,23.70833333,26.5,30.125,29.54166667,39.58333333,21.5,24.41666667,27.20833333,39.07142857,28.91666667,40.125,33.54166667,31.29166667,44.83333333,41.41666667,,41.58333333,50.20833333,48.25,52.58333333,64.04166667,62,70.125,68.83333333,56.29166667,60.75,64.58333333,58.41666667,68.45833333,62.20833333,72.75,17.79166667,22.625,20.33333333,16.45833333,26.33333333,23.54166667,33.91666667,24.04166667,36.66666667,25.04166667,61.54166667,57.75,27,,
20081207,13.875,14.20833333,10,10.375,14.95833333,15.5,13.375,13.70833333,10.625,10.95833333,14.5,25.75,18.58333333,,19.75,,15.25,17,17.66666667,16.70833333,15.41666667,18,21.75,22.875,21.41666667,26.375,21.91666667,33,27.75,45.54166667,38.16666667,31.91666667,31.625,,24.5,37.66666667,,27,39.41666667,29.83333333,,,34.625,,37.58333333,43.54166667,31.70833333,,47.54166667,47.66666667,50.20833333,47.66666667,48.83333333,48.08333333,45.625,43.45833333,50.29166667,39.5,49.20833333,14.625,21.54166667,17.33333333,10.79166667,17.29166667,17.16666667,27.70833333,17.25,44.16666667,15.54166667,44.5,50.91666667,26.58333333,,
20081208,11.54166667,13.20833333,,,,22.70833333,19.33333333,19.58333333,9.375,11.5,17.5,25.66666667,20.70833333,,17.875,,19.25,17.04166667,17.08333333,16.54166667,16.66666667,22.79166667,21.5,24.375,20.375,25.33333333,24.95833333,27.79166667,30.20833333,45.04166667,40.04166667,37.125,,37.29166667,35.375,33.45833333,,35.75,46.16666667,39.54166667,36.95833333,,36.16666667,36.45833333,42.5,50.70833333,,,48.29166667,,46.08333333,42.125,39.33333333,,50.5,48.20833333,44.29166667,33.125,,11.16666667,20.875,14.83333333,7.375,14.91666667,13.33333333,33.20833333,,36.25,,49.875,42.625,21.875,,
20081209,14.08333333,15.25,9.791666667,11,18.20833333,17.91666667,16.58333333,17.79166667,,14.95833333,13.75,28.625,16.83333333,,22.875,,17.20833333,20.25,17.41666667,,15.41666667,20.375,18.04166667,21.58333333,15.29166667,17.70833333,,19.04166667,16.20833333,,24.04166667,23.375,28.66666667,18.41666667,17.95833333,29.79166667,39.20833333,,,19.66666667,,40.20833333,34.16666667,,34.41666667,42.875,,45.125,53,47.58333333,53.16666667,43.04166667,,46.08333333,48.5,,51.79166667,46.91666667,,,15.41666667,18.91666667,10.33333333,19.625,15.16666667,29.91666667,21.70833333,36.04166667,19.04166667,,,16.66666667,,
20081210,15.79166667,20.04166667,9.875,14.125,18.08333333,18.41666667,,17.66666667,13.08333333,,13.5,26.125,20.5,,,,,21.5,20.54166667,19.04166667,18.04166667,,21.33333333,,20.20833333,21.16666667,,,,43.875,,34.54166667,,32.29166667,26.625,30.83333333,34.83333333,33.58333333,44.625,27.58333333,21.25,53.16666667,37.33333333,,43.5,53.66666667,,54.79166667,57.41666667,45.08333333,50.75,40.45833333,43.08333333,52.375,,45.20833333,43.69565217,,,14.66666667,16.29166667,,10.5,21.54166667,17.875,31.16666667,24.08333333,,19.75,47.33333333,31.91666667,16.66666667,,
20081211,,20.5,,14.875,25,,28.91666667,,23.16666667,24.33333333,22.08333333,30.20833333,,18.5,,,27.83333333,27.08333333,24.20833333,,18.79166667,25.54166667,23.375,30.5,,,24.33333333,25.125,30.66666667,38.79166667,,38,42.29166667,,36.29166667,,38.20833333,33.5,54.04166667,,29.04166667,47.58333333,42.45833333,53,37.66666667,45.33333333,30.875,58.16666667,,51.70833333,,45.125,48.95833333,55.875,52.20833333,58.20833333,58.75,38.5,41.5,9.541666667,22,18.45833333,16.91666667,17.91666667,,,30.25,30.04166667,24.375,63.25,31.25,17.08333333,,
20081212,29,,30.375,27,38.375,39.70833333,38.58333333,40.04166667,40.29166667,43.33333333,,,,30.04166667,35.25,,38.20833333,52.25,50.54166667,,,51.875,,59.91666667,50.54166667,50.70833333,35.20833333,29.79166667,55.08333333,,58.54166667,,63.25,56.54166667,,29.375,47.41666667,52.95833333,72.33333333,58.08333333,52.54166667,55.75,,44.08333333,,,37.5,,65.75,60.45833333,65.16666667,,49.20833333,,67.70833333,61.41666667,60.08333333,,40.83333333,8.583333333,12.5,14.29166667,22.79166667,,,47.625,51,25.83333333,40.08333333,71.66666667,28.66666667,,,
20081213,32.79166667,31.25,28.54166667,25.95833333,35.875,35.54166667,42.125,40.75,39,33.91666667,34.08333333,46.875,34.08333333,33.79166667,39.25,,41.04166667,40.29166667,36,36.5,,,35.70833333,52.41666667,48.16666667,51.54166667,43,35.29166667,49,46.375,49.20833333,51.04166667,58.25,51.75,55.16666667,36.54166667,47.95833333,56.79166667,78.875,62.91666667,48.83333333,61.625,60.91666667,57.54166667,68.29166667,77.375,42.91666667,64.04166667,63.33333333,60.83333333,70,,40.83333333,65.83333333,67.375,62.79166667,63.625,53.04166667,57.45833333,6.958333333,15.66666667,21.04166667,25.25,27,26.16666667,45.20833333,44.83333333,35.625,39.125,71.33333333,37.41666667,15.95833333,,
20081214,34.04166667,33.29166667,33.04166667,33.16666667,37.58333333,36.45833333,33.16666667,33.75,30.79166667,30.875,34.33333333,43.95833333,39.95833333,37.66666667,,,31.16666667,37.33333333,33.5,34.375,32.91666667,38.875,34.41666667,41.16666667,37.95833333,36.5,33.83333333,36.875,35.83333333,39.04166667,41.5,39.70833333,49.70833333,33.91666667,35.75,36.5,42.83333333,40.91666667,54.375,49.375,43.16666667,49.08333333,45.16666667,51.20833333,46.45833333,58.45833333,59.66666667,51.54166667,55.95833333,53.29166667,58.20833333,,30.875,56.625,59.08333333,55.125,62.66666667,60.41666667,71.92857143,23.66666667,29,27,20.29166667,32.04166667,31.45833333,42.5,39.125,40.95833333,40.875,59.83333333,58.33333333,30.66666667,,
20081215,24.20833333,25.25,23.54166667,24.79166667,27.95833333,27.58333333,26.83333333,,24.58333333,25.375,26.33333333,38.08333333,31.29166667,33.16666667,32.75,,29,33.25,31.125,29,27.91666667,,,,31.08333333,33.58333333,29.54166667,,,37.125,37.16666667,38,53.83333333,31.75,35.45833333,,46.79166667,,,53.25,39.29166667,52.58333333,48.5,55.79166667,52.70833333,62.58333333,54.29166667,,59.08333333,61.29166667,,58.95833333,40.66666667,65.70833333,66.29166667,60.08333333,66.83333333,59.45833333,,25.83333333,29.16666667,28.91666667,20.91666667,31.91666667,28.625,42,32.25,42.25,,65.33333333,47.45833333,28.875,,
20081216,,18.625,,13.95833333,17.08333333,20.08333333,16.5,18.20833333,,,16.08333333,,20.29166667,18.5,27.04166667,,22.54166667,,21.79166667,19.875,15.20833333,20.58333333,20.70833333,27.75,28.25,33.41666667,29.58333333,,33.04166667,48.16666667,44.08333333,37.45833333,,27.95833333,30.25,43.20833333,48.875,,,,,,42.45833333,39.04166667,40.625,49.16666667,49.5,,59.70833333,,67.41666667,,,61.25,60.75,53.66666667,58.54166667,55.375,,13.83333333,20.58333333,,12.08333333,19.04166667,18.16666667,28.5,,54.54166667,,59.95833333,58.5,22.875,,
20081217,20.08333333,20.79166667,17.58333333,15.375,,,,25.95833333,19.41666667,17.5,23.3,,24.25,22.125,30.5,,22.95833333,,,21.91666667,20.45833333,25.66666667,19.20833333,28.04166667,20.79166667,27.45833333,22.25,28.625,27.375,51.04166667,,35.375,,,,46,,32.625,50.95833333,36.08333333,27.29166667,56.26086957,45.625,37.5,43.83333333,54.04166667,40.29166667,55.125,57.16666667,54.20833333,55.66666667,,48.91666667,,60.04166667,53.66666667,,42.75,,9.958333333,15.29166667,18.70833333,14.20833333,,,36.54166667,28.83333333,,23.04166667,60.91666667,57.29166667,17.25,,
20081218,44.375,42.54166667,40.20833333,,40.04166667,42.95833333,44.125,43.33333333,37.625,37.125,40.58333333,53.79166667,45.625,39.33333333,49.54166667,,41.83333333,46.33333333,47.75,,34.70833333,42.41666667,26.95833333,44.91666667,32.45833333,34.54166667,,26.5,36.41666667,48.83333333,39.33333333,39.41666667,,35.625,36.83333333,40.29166667,51.75,44.625,62.20833333,52.54166667,37.45833333,55.54166667,,,53.04166667,63.45833333,,58.54166667,63.29166667,52.45833333,66.66666667,,51.70833333,,59.08333333,57.875,,48.91666667,48.70833333,17.30434783,,,36.875,,36.41666667,53.04166667,45.20833333,48.70833333,43.29166667,,,21.25,,
20081219,44.83333333,,39,,55.5,61.41666667,59.20833333,55.875,51.58333333,45.91666667,47.25,61.58333333,57.20833333,48.70833333,55.875,,61.5,78.54166667,72.75,69.54166667,53.16666667,63.25,38.41666667,61.45833333,49.33333333,51.45833333,39.08333333,46.91666667,57.375,72.66666667,69.33333333,,,46.5,67.5,55.25,74.91666667,72.375,82.95833333,64.91666667,77.875,,77.5,,,76.16666667,49.16666667,69.79166667,72.875,67.29166667,67.70833333,69.91666667,67.91666667,,75.04166667,,68.125,48.875,56.625,26.91666667,31,34.08333333,35.5,39.625,45.75,60.79166667,78.54166667,60.125,52.66666667,73.08333333,49.91666667,,,
20081220,43.70833333,51.45833333,35.41666667,40.04166667,59.875,65.83333333,67.79166667,56.20833333,43,47.65217391,48.20833333,57.91666667,53.58333333,48.20833333,52.58333333,,60.375,60.66666667,56.33333333,54.04166667,47.79166667,56.58333333,43.29166667,58.04166667,48.5,54.25,44.95833333,,60.04166667,75.08333333,72.20833333,65,69.375,74.79166667,,54.33333333,78.66666667,71.79166667,80.70833333,64.16666667,66.54166667,56.33333333,68.29166667,55.58333333,60.45833333,76.91666667,31.41666667,59.29166667,61.16666667,57.91666667,52,,56.25,,69.79166667,61.20833333,62,40.375,42.375,20.20833333,22.33333333,26.16666667,26.625,33.375,30.75,54.125,58.95833333,49.33333333,60.33333333,66.125,49.70833333,28.29166667,,
20081221,33.25,36.58333333,29.79166667,30.58333333,44.16666667,41.375,46.41666667,49.375,39.83333333,43.79166667,36.20833333,46.375,45.41666667,37.91666667,,,51.54166667,46.29166667,46.95833333,45.625,30.41666667,47.20833333,32.58333333,50.33333333,40.83333333,43,39.70833333,34.75,52.29166667,54.54166667,52.375,51.08333333,52.54166667,61.875,40,37.08695652,40.54166667,49.91666667,64.95833333,44.91666667,53.41666667,47.70833333,51.08333333,37.375,,50.54166667,19.79166667,37.75,47.5,37.25,37.41666667,43.16666667,40.20833333,,54.29166667,46.58333333,41.08333333,26.625,32.875,9.958333333,14.75,17.83333333,18.54166667,22.875,23.5,53.20833333,50.16666667,33.04166667,44.54166667,47.625,38.20833333,18.125,,
